ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00544,INVALID_44_EXCLUDED_DAMAGE,CUS00544,PROD00544,Smartphone,Aster,AST-SMA-0544,SN-2026-000544,2023-09-01,2025-03-01,2025-02-24,36,2026-09-01,Active,549,Yes,Water Leakage,Normal Wear,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1824.66,0.0,0.759,Email,Invalid Claim
CLM00643,INVALID_143_REPORTING_PERIOD,CUS00643,PROD00643,Laptop,PrimeView,PRI-LAP-0643,SN-2026-000643,2025-06-27,2026-12-27,2026-10-28,36,2028-06-27,Active,812,No,Display Failure,Manufacturing Defect,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,No,No,3,1971.93,329.71,0.934,Mobile App,Invalid Claim
CLM00082,VALID_82,CUS00082,PROD00082,Air Conditioner,PrimeView,PRI-AIR-0082,SN-2026-000082,2023-07-03,2024-07-03,2024-06-22,24,2025-07-03,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2373.88,0.0,0.902,Web,Valid Claim
CLM01482,MANUAL_482_CONTRADICTION,CUS01482,PROD01482,Printer,ZenCore,ZEN-PRI-1482,SN-2026-001482,2023-05-24,2024-11-24,2024-11-11,36,2026-05-24,Active,546,No,Power Failure,Electrical Failure,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,No,No,No,Yes,No,Yes,2,475.57,852.49,0.764,Web,Manual Review
CLM00961,INVALID_461_REPORTING_PERIOD,CUS00961,PROD00961,Camera,Aster,AST-CAM-0961,SN-2026-000961,2025-07-04,2026-01-04,2025-11-05,12,2026-07-04,Active,-199,No,Power Failure,Electrical Failure,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,2680.04,933.2,0.885,Email,Invalid Claim
CLM00196,VALID_196,CUS00196,PROD00196,Air Conditioner,HomePro,HOM-AIR-0196,SN-2026-000196,2023-02-22,2024-10-22,2024-10-11,24,2025-02-22,Active,123,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1781.16,635.96,0.945,Service Center,Valid Claim
CLM00308,VALID_308,CUS00308,PROD00308,Television,HomePro,HOM-TEL-0308,SN-2026-000308,2023-01-27,2023-12-27,2023-12-24,24,2025-01-27,Active,397,Yes,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1478.42,0.0,0.918,Email,Valid Claim
CLM00258,VALID_258,CUS00258,PROD00258,Printer,PrimeView,PRI-PRI-0258,SN-2026-000258,2024-05-04,2024-07-04,2024-06-29,12,2025-05-04,Active,304,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,809.96,649.88,0.98,Service Center,Valid Claim
CLM00222,VALID_222,CUS00222,PROD00222,Refrigerator,HomePro,HOM-REF-0222,SN-2026-000222,2025-12-21,2026-02-21,2026-02-20,36,2028-12-21,Active,1034,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,954.72,0.0,0.915,Service Center,Valid Claim
CLM01423,MANUAL_423_LOW_OCR_CONFIDENCE,CUS01423,PROD01423,Washing Machine,Aster,AST-WAS-1423,SN-2026-001423,2025-04-24,2025-10-24,2025-10-16,12,2026-04-24,Active,182,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1655.16,0.0,0.629,Mobile App,Manual Review
CLM01413,MANUAL_413_UNCLEAR_REPAIR,CUS01413,PROD01413,Printer,HomePro,HOM-PRI-1413,SN-2026-001413,2026-01-12,2027-07-12,2027-07-01,36,2029-01-12,Active,550,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2081.11,0.0,0.854,Email,Manual Review
CLM00543,INVALID_43_EXPIRED_WARRANTY,CUS00543,PROD00543,Television,NovaTech,NOV-TEL-0543,SN-2026-000543,2023-07-23,2026-10-21,2026-10-11,36,2026-07-23,Expired,-90,Yes,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,334.06,0.0,0.779,Service Center,Invalid Claim
CLM00738,INVALID_238_UNAUTHORIZED_REPAIR,CUS00738,PROD00738,Printer,Aster,AST-PRI-0738,SN-2026-000738,2024-11-21,2027-04-12,2027-04-08,24,2026-11-21,Active,-142,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,2,879.02,651.07,0.956,Web,Invalid Claim
CLM01428,MANUAL_428_CONTRADICTION,CUS01428,PROD01428,Camera,PrimeView,PRI-CAM-1428,SN-2026-001428,2025-11-17,2027-05-17,2027-05-14,36,2028-11-17,Active,550,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,1,2623.04,143.46,0.831,Email,Manual Review
CLM00176,VALID_176,CUS00176,PROD00176,Refrigerator,Aster,AST-REF-0176,SN-2026-000176,2024-04-01,2024-11-01,2024-10-27,12,2025-04-01,Active,151,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,784.67,0.0,0.908,Service Center,Valid Claim
CLM00941,INVALID_441_SERIAL_MISMATCH,CUS00941,PROD00941,Television,NovaTech,NOV-TEL-0941,SN-2026-000941,2025-01-22,2025-05-10,2025-05-06,36,2028-01-22,Active,987,No,Battery Problem,Manufacturing Defect,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,No,No,2,2620.12,0.0,0.958,Service Center,Invalid Claim
CLM01460,MANUAL_460_SERIAL_WARNING,CUS01460,PROD01460,Printer,NovaTech,NOV-PRI-1460,SN-2026-001460,2025-11-30,2026-05-30,2026-05-27,12,2026-11-30,Active,184,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,No,No,No,No,No,Yes,0,372.02,0.0,0.926,Email,Manual Review
CLM01289,MANUAL_289_MISSING_DOCUMENT,CUS01289,PROD01289,Refrigerator,NovaTech,NOV-REF-1289,SN-2026-001289,2025-05-01,2025-11-01,2025-10-24,12,2026-05-01,Active,181,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,2396.38,0.0,0.849,Mobile App,Manual Review
CLM00090,VALID_90,CUS00090,PROD00090,Television,Aster,AST-TEL-0090,SN-2026-000090,2023-11-22,2024-07-22,2024-07-16,12,2024-11-22,Active,123,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,876.33,0.0,0.96,Email,Valid Claim
CLM00132,VALID_132,CUS00132,PROD00132,Camera,HomePro,HOM-CAM-0132,SN-2026-000132,2023-07-31,2025-02-28,2025-02-26,24,2025-07-31,Active,153,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,602.99,0.0,0.98,Mobile App,Valid Claim
CLM00386,VALID_386,CUS00386,PROD00386,Air Conditioner,NovaTech,NOV-AIR-0386,SN-2026-000386,2024-09-30,2024-11-30,2024-11-27,36,2027-09-30,Active,1034,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,300.32,0.0,0.906,Service Center,Valid Claim
CLM00887,INVALID_387_SERIAL_MISMATCH,CUS00887,PROD00887,Smartphone,Aster,AST-SMA-0887,SN-2026-000887,2023-12-09,2025-06-16,2025-05-18,36,2026-12-09,Active,541,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,3,1258.48,0.0,0.767,Mobile App,Invalid Claim
CLM00540,INVALID_40_UNAUTHORIZED_REPAIR,CUS00540,PROD00540,Laptop,NovaTech,NOV-LAP-0540,SN-2026-000540,2025-03-25,2027-09-07,2027-08-12,24,2027-03-25,Active,-166,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,No,Yes,No,Yes,Yes,No,No,No,No,Yes,0,1944.49,685.6,0.869,Email,Invalid Claim
CLM00365,VALID_365,CUS00365,PROD00365,Smartphone,NovaTech,NOV-SMA-0365,SN-2026-000365,2023-04-06,2024-05-06,2024-04-29,36,2026-04-06,Active,700,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2019.47,0.0,0.925,Web,Valid Claim
CLM01322,MANUAL_322_SERIAL_WARNING,CUS01322,PROD01322,Printer,ZenCore,ZEN-PRI-1322,SN-2026-001322,2025-10-08,2026-04-08,2026-04-02,12,2026-10-08,Active,183,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Unknown,Yes,No,Yes,No,No,Yes,1,2181.75,0.0,0.827,Mobile App,Manual Review
CLM01108,MANUAL_108_INCOMPLETE_EVIDENCE,CUS01108,PROD01108,Television,PrimeView,PRI-TEL-1108,SN-2026-001108,2024-02-12,2025-08-12,2025-08-10,36,2027-02-12,Active,549,Yes,Power Failure,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,No,2,2359.71,0.0,0.796,Mobile App,Manual Review
CLM01399,MANUAL_399_LOW_OCR_CONFIDENCE,CUS01399,PROD01399,Washing Machine,Aster,AST-WAS-1399,SN-2026-001399,2025-02-15,2026-08-15,2026-08-07,36,2028-02-15,Active,549,No,Display Failure,Manufacturing Defect,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,No,1,2190.62,0.0,0.604,Email,Manual Review
CLM00443,VALID_443,CUS00443,PROD00443,Television,ZenCore,ZEN-TEL-0443,SN-2026-000443,2024-05-06,2026-02-06,2026-01-27,36,2027-05-06,Active,454,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2438.5,0.0,0.957,Service Center,Valid Claim
CLM01137,MANUAL_137_UNCLEAR_REPAIR,CUS01137,PROD01137,Smartphone,HomePro,HOM-SMA-1137,SN-2026-001137,2024-02-22,2024-08-22,2024-08-18,12,2025-02-22,Active,184,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,0,2837.77,0.0,0.883,Email,Manual Review
CLM00250,VALID_250,CUS00250,PROD00250,Printer,PrimeView,PRI-PRI-0250,SN-2026-000250,2025-01-24,2025-10-24,2025-10-21,12,2026-01-24,Active,92,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2992.21,0.0,0.979,Web,Valid Claim
CLM00505,INVALID_05_REPORTING_PERIOD,CUS00505,PROD00505,Refrigerator,ZenCore,ZEN-REF-0505,SN-2026-000505,2023-08-05,2025-02-05,2024-12-07,36,2026-08-05,Active,233,No,Noise,Electrical Failure,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,1543.8,0.0,0.838,Service Center,Invalid Claim
CLM01056,MANUAL_56_CONTRADICTION,CUS01056,PROD01056,Refrigerator,HomePro,HOM-REF-1056,SN-2026-001056,2026-01-02,2026-07-02,2026-06-23,12,2027-01-02,Active,184,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,No,No,No,Yes,Yes,Yes,2,2607.36,209.17,0.867,Email,Manual Review
CLM01336,MANUAL_336_INCOMPLETE_EVIDENCE,CUS01336,PROD01336,Laptop,PrimeView,PRI-LAP-1336,SN-2026-001336,2025-08-11,2027-02-11,2027-02-07,36,2028-08-11,Active,547,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,1434.48,0.0,0.937,Web,Manual Review
CLM01312,MANUAL_312_INCOMPLETE_EVIDENCE,CUS01312,PROD01312,Laptop,NovaTech,NOV-LAP-1312,SN-2026-001312,2023-08-24,2024-02-24,2024-02-18,12,2024-08-24,Active,182,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,1869.01,0.0,0.913,Mobile App,Manual Review
CLM01046,MANUAL_46_SERIAL_WARNING,CUS01046,PROD01046,Smartphone,Aster,AST-SMA-1046,SN-2026-001046,2024-04-10,2025-04-10,2025-04-01,24,2026-04-10,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Unknown,Yes,No,Yes,No,No,Yes,2,2733.47,0.0,0.802,Web,Manual Review
CLM01229,MANUAL_229_MISSING_DOCUMENT,CUS01229,PROD01229,Air Conditioner,NovaTech,NOV-AIR-1229,SN-2026-001229,2025-03-15,2026-09-15,2026-09-06,36,2028-03-15,Active,547,Yes,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1438.6,0.0,0.835,Service Center,Manual Review
CLM00285,VALID_285,CUS00285,PROD00285,Printer,NovaTech,NOV-PRI-0285,SN-2026-000285,2024-05-27,2024-09-27,2024-09-24,36,2027-05-27,Active,972,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2052.95,55.28,0.902,Email,Valid Claim
CLM00372,VALID_372,CUS00372,PROD00372,Air Conditioner,ZenCore,ZEN-AIR-0372,SN-2026-000372,2024-03-10,2024-07-10,2024-06-28,12,2025-03-10,Active,243,Yes,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2825.11,893.17,0.94,Web,Valid Claim
CLM01276,MANUAL_276_INCOMPLETE_EVIDENCE,CUS01276,PROD01276,Air Conditioner,PrimeView,PRI-AIR-1276,SN-2026-001276,2024-09-19,2025-03-19,2025-03-09,12,2025-09-19,Active,184,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,2194.96,0.0,0.794,Service Center,Manual Review
CLM01142,MANUAL_142_SERIAL_WARNING,CUS01142,PROD01142,Refrigerator,NovaTech,NOV-REF-1142,SN-2026-001142,2025-03-19,2026-09-19,2026-09-09,36,2028-03-19,Active,547,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,718.09,0.0,0.753,Mobile App,Manual Review
CLM00058,VALID_58,CUS00058,PROD00058,Laptop,HomePro,HOM-LAP-0058,SN-2026-000058,2024-05-23,2025-08-23,2025-08-22,24,2026-05-23,Active,273,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1473.8,0.0,0.96,Email,Valid Claim
CLM00622,INVALID_122_EXCLUDED_DAMAGE,CUS00622,PROD00622,Smartphone,NovaTech,NOV-SMA-0622,SN-2026-000622,2024-01-14,2025-07-14,2025-07-09,36,2027-01-14,Active,549,No,Mechanical Failure,Water Damage,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,688.01,0.0,0.907,Email,Invalid Claim
CLM00039,VALID_39,CUS00039,PROD00039,Refrigerator,Aster,AST-REF-0039,SN-2026-000039,2023-02-20,2024-08-20,2024-08-07,36,2026-02-20,Active,549,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1063.84,0.0,0.947,Email,Valid Claim
CLM00142,VALID_142,CUS00142,PROD00142,Refrigerator,HomePro,HOM-REF-0142,SN-2026-000142,2023-02-28,2024-01-28,2024-01-17,36,2026-02-28,Active,762,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,459.69,0.0,0.986,Mobile App,Valid Claim
CLM01005,MANUAL_05_UNCLEAR_REPAIR,CUS01005,PROD01005,Laptop,NovaTech,NOV-LAP-1005,SN-2026-001005,2023-12-13,2024-12-13,2024-12-09,24,2025-12-13,Active,365,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,1,328.78,0.0,0.974,Web,Manual Review
CLM00009,VALID_09,CUS00009,PROD00009,Camera,NovaTech,NOV-CAM-0009,SN-2026-000009,2023-11-05,2025-01-05,2025-01-04,24,2025-11-05,Active,304,No,Water Leakage,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,904.41,0.0,0.959,Mobile App,Valid Claim
CLM00580,INVALID_80_EXCLUDED_DAMAGE,CUS00580,PROD00580,Laptop,Aster,AST-LAP-0580,SN-2026-000580,2025-01-03,2026-07-03,2026-06-28,36,2028-01-03,Active,549,No,Display Failure,Accidental Damage,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2345.46,0.0,0.827,Mobile App,Invalid Claim
CLM01317,MANUAL_317_UNCLEAR_REPAIR,CUS01317,PROD01317,Printer,PrimeView,PRI-PRI-1317,SN-2026-001317,2023-03-17,2023-09-17,2023-09-11,12,2024-03-17,Active,182,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,2,845.72,901.84,0.983,Mobile App,Manual Review
CLM00075,VALID_75,CUS00075,PROD00075,Washing Machine,Aster,AST-WAS-0075,SN-2026-000075,2026-01-25,2026-11-25,2026-11-23,12,2027-01-25,Active,61,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1039.71,0.0,0.912,Web,Valid Claim
CLM00441,VALID_441,CUS00441,PROD00441,Laptop,HomePro,HOM-LAP-0441,SN-2026-000441,2025-11-27,2026-05-27,2026-05-26,12,2026-11-27,Active,184,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2192.51,0.0,0.917,Email,Valid Claim
CLM00044,VALID_44,CUS00044,PROD00044,Printer,Aster,AST-PRI-0044,SN-2026-000044,2024-07-18,2025-02-18,2025-02-11,12,2025-07-18,Active,150,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2446.87,0.0,0.95,Email,Valid Claim
CLM01116,MANUAL_116_CONTRADICTION,CUS01116,PROD01116,Television,ZenCore,ZEN-TEL-1116,SN-2026-001116,2024-06-28,2024-12-28,2024-12-27,12,2025-06-28,Active,182,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,No,No,No,Yes,No,Yes,2,449.3,0.0,0.926,Mobile App,Manual Review
CLM01325,MANUAL_325_MISSING_DOCUMENT,CUS01325,PROD01325,Television,ZenCore,ZEN-TEL-1325,SN-2026-001325,2025-07-27,2027-01-27,2027-01-15,36,2028-07-27,Active,547,Yes,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1639.36,0.0,0.845,Email,Manual Review
CLM00006,VALID_06,CUS00006,PROD00006,Smartphone,Aster,AST-SMA-0006,SN-2026-000006,2024-07-27,2025-06-27,2025-06-15,36,2027-07-27,Active,760,Yes,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,241.52,0.0,0.955,Web,Valid Claim
CLM01146,MANUAL_146_CONTRADICTION,CUS01146,PROD01146,Refrigerator,NovaTech,NOV-REF-1146,SN-2026-001146,2025-04-08,2026-10-08,2026-09-29,36,2028-04-08,Active,548,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,No,No,No,Yes,No,Yes,0,1615.61,1266.45,0.872,Service Center,Manual Review
CLM01343,MANUAL_343_MISSING_DOCUMENT,CUS01343,PROD01343,Smartphone,HomePro,HOM-SMA-1343,SN-2026-001343,2025-03-23,2026-09-23,2026-09-12,36,2028-03-23,Active,547,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,No,No,No,No,No,Yes,0,140.62,0.0,0.983,Email,Manual Review
CLM01220,MANUAL_220_SERIAL_WARNING,CUS01220,PROD01220,Laptop,PrimeView,PRI-LAP-1220,SN-2026-001220,2026-02-14,2027-02-14,2027-01-31,24,2028-02-14,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,2,2475.68,0.0,0.79,Email,Manual Review
CLM00186,VALID_186,CUS00186,PROD00186,Smartphone,NovaTech,NOV-SMA-0186,SN-2026-000186,2025-02-23,2025-06-23,2025-06-20,36,2028-02-23,Active,975,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1147.9,0.0,0.909,Web,Valid Claim
CLM01039,MANUAL_39_LOW_OCR_CONFIDENCE,CUS01039,PROD01039,Smartphone,HomePro,HOM-SMA-1039,SN-2026-001039,2023-04-24,2024-10-24,2024-10-21,36,2026-04-24,Active,547,No,Power Failure,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,1680.46,290.02,0.466,Mobile App,Manual Review
CLM00179,VALID_179,CUS00179,PROD00179,Printer,Aster,AST-PRI-0179,SN-2026-000179,2024-07-11,2025-05-11,2025-04-27,24,2026-07-11,Active,426,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1924.83,0.0,0.961,Service Center,Valid Claim
CLM01030,MANUAL_30_INCOMPLETE_EVIDENCE,CUS01030,PROD01030,Printer,NovaTech,NOV-PRI-1030,SN-2026-001030,2023-02-27,2023-08-27,2023-08-17,12,2024-02-27,Active,184,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,Yes,No,Yes,3,1662.89,0.0,0.854,Web,Manual Review
CLM01464,MANUAL_464_CONTRADICTION,CUS01464,PROD01464,Refrigerator,NovaTech,NOV-REF-1464,SN-2026-001464,2024-07-26,2026-01-26,2026-01-19,36,2027-07-26,Active,546,No,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,Yes,No,N/A,Yes,No,No,No,Yes,Yes,Yes,2,2040.48,1134.34,0.986,Service Center,Manual Review
CLM01330,MANUAL_330_INCOMPLETE_EVIDENCE,CUS01330,PROD01330,Printer,NovaTech,NOV-PRI-1330,SN-2026-001330,2023-02-12,2023-08-12,2023-08-05,12,2024-02-12,Active,184,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2764.74,0.0,0.963,Web,Manual Review
CLM00687,INVALID_187_EXPIRED_WARRANTY,CUS00687,PROD00687,Television,HomePro,HOM-TEL-0687,SN-2026-000687,2024-04-12,2026-07-11,2026-07-01,24,2026-04-12,Expired,-90,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,2389.65,0.0,0.935,Web,Invalid Claim
CLM00773,INVALID_273_SERIAL_MISMATCH,CUS00773,PROD00773,Washing Machine,ZenCore,ZEN-WAS-0773,SN-2026-000773,2025-01-01,2026-09-24,2026-09-14,24,2027-01-01,Active,99,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,2,1495.75,0.0,0.767,Web,Invalid Claim
